"日期","收盘","开盘","高","低","涨跌幅"
"2005年11月20日","14.8025","14.7159","14.8198","14.6114","0.45%"
"2005年11月13日","14.7356","14.5874","14.8235","14.5536","1.07%"
"2005年11月6日","14.5800","14.6192","14.6439","14.4417","-0.31%"
"2005年10月30日","14.6254","14.2825","14.6390","14.2617","2.20%"
"2005年10月23日","14.3110","14.2959","14.3715","14.1321","-0.11%"
"2005年10月16日","14.3269","14.0795","14.3396","14.0321","1.55%"
"2005年10月9日","14.1080","14.0278","14.2358","14.0058","0.29%"
"2005年10月2日","14.0667","13.9943","14.1407","13.9363","0.25%"
"2005年9月25日","14.0320","13.8704","14.0506","13.8223","0.80%"
"2005年9月18日","13.9206","13.7522","13.9218","13.6875","1.12%"
"2005年9月11日","13.7668","13.4600","13.7829","13.4538","1.49%"
"2005年9月4日","13.5648","13.5356","13.6832","13.4074","-0.14%"
"2005年8月28日","13.5844","13.5725","13.7935","13.4581","-0.12%"
"2005年8月21日","13.6003","13.5970","13.6640","13.4677","-0.24%"
"2005年8月14日","13.6334","13.5046","13.6845","13.4360","0.94%"
"2005年8月7日","13.5058","13.8369","13.8986","13.4641","-2.19%"
"2005年7月31日","13.8079","13.8312","13.8960","13.6785","-0.59%"
"2005年7月24日","13.8892","13.6974","13.9015","13.6863","1.15%"
"2005年7月17日","13.7318","13.5635","13.7461","13.2724","1.28%"
"2005年7月10日","13.5589","13.5587","13.5841","13.3775","-0.03%"
"2005年7月3日","13.5631","13.4923","13.6076","13.4451","0.45%"
"2005年6月26日","13.5021","13.1926","13.5188","13.1842","2.47%"
"2005年6月19日","13.1765","13.1552","13.2453","13.0645","0.49%"
"2005年6月12日","13.1124","13.1165","13.2584","13.0972","-0.13%"
"2005年6月5日","13.1293","13.0126","13.1340","12.8640","0.96%"
"2005年5月29日","13.0043","13.0464","13.1587","12.9812","-0.36%"
"2005年5月22日","13.0514","13.0670","13.0911","12.9522","-0.13%"
"2005年5月15日","13.0683","12.9655","13.0876","12.8712","0.78%"
"2005年5月8日","12.9669","12.6972","12.9837","12.6731","2.15%"
"2005年5月1日","12.6937","12.6900","12.7431","12.5837","0.37%"
"2005年4月24日","12.6472","12.7444","12.8549","12.6344","-1.26%"
"2005年4月17日","12.8092","13.0078","13.0592","12.7746","-1.68%"
"2005年4月10日","13.0279","13.0815","13.1171","12.9413","-0.36%"
"2005年4月3日","13.0750","13.0005","13.1594","12.9945","0.57%"
"2005年3月27日","13.0013","12.8459","13.0266","12.8434","1.13%"
"2005年3月20日","12.8563","12.6574","12.8779","12.6429","1.59%"
"2005年3月13日","12.6557","12.5426","12.7111","12.5257","0.72%"
"2005年3月6日","12.5657","12.6550","12.7335","12.5196","-0.70%"
"2005年2月27日","12.6545","12.7142","12.7595","12.5752","-0.47%"
"2005年2月20日","12.7143","12.7685","12.7854","12.5402","-0.38%"
"2005年2月13日","12.7632","12.7432","12.7957","12.5970","-0.07%"
"2005年2月6日","12.7717","12.6115","12.9141","12.5692","1.54%"
"2005年1月30日","12.5778","12.5124","12.6549","12.4822","0.72%"
"2005年1月23日","12.4884","12.4157","12.6090","12.3662","0.63%"
"2005年1月16日","12.4105","12.3203","12.5578","12.2816","0.67%"
"2005年1月9日","12.3283","12.6610","12.6688","12.2949","-2.63%"
"2005年1月2日","12.6618","12.4073","12.7111","12.3638","2.27%"
"2004年12月26日","12.3802","12.5269","12.6012","12.3589","-1.18%"
"2004年12月19日","12.5276","12.5595","12.6519","12.4955","-0.47%"
"2004年12月12日","12.5869","12.7299","12.7836","12.4955","-0.93%"
"2004年12月5日","12.7052","12.3432","12.8319","12.3094","3.01%"
"2004年11月28日","12.3337","12.4085","12.5196","12.3009","-0.46%"
"2004年11月21日","12.3911","12.4810","12.5323","12.3384","-0.51%"
"2004年11月14日","12.4551","12.7539","12.7715","12.4049","-2.35%"
"2004年11月7日","12.7548","12.7309","12.9659","12.7140","-0.04%"
"2004年10月31日","12.7602","12.7950","12.9195","12.7442","-0.17%"
"2004年10月24日","12.7820","12.9653","12.9750","12.7708","-1.32%"
"2004年10月17日","12.9530","13.1900","13.2427","12.9460","-1.97%"
"2004年10月10日","13.2127","13.2275","13.3175","13.1429","-0.15%"
"2004年10月3日","13.2328","13.3689","13.4697","13.2045","-0.92%"
"2004年9月26日","13.3551","13.3518","13.5023","13.2637","-0.24%"
"2004年9月19日","13.3878","13.2769","13.4032","13.2358","1.10%"
"2004年9月12日","13.2420","13.2334","13.3397","13.2032","-0.01%"
"2004年9月5日","13.2427","13.3556","13.3646","13.1705","-0.75%"
"2004年8月29日","13.3429","13.2430","13.3767","13.1345","0.77%"
"2004年8月22日","13.2414","13.1850","13.3513","13.1693","0.42%"
"2004年8月15日","13.1858","13.3323","13.4138","13.1621","-1.43%"
"2004年8月8日","13.3765","13.3320","13.5443","13.3018","0.13%"
"2004年8月1日","13.3595","13.4155","13.5198","13.2655","-0.79%"
"2004年7月25日","13.4664","13.3095","13.5931","13.2177","1.16%"
"2004年7月18日","13.3117","13.1438","13.3320","13.0568","1.33%"
"2004年7月11日","13.1371","13.0629","13.2949","12.9916","0.49%"
"2004年7月4日","13.0731","13.0931","13.2568","13.0385","-0.08%"
"2004年6月27日","13.0833","12.9907","13.2426","12.9762","0.61%"
"2004年6月20日","13.0046","13.1272","13.2208","12.9266","-1.02%"
"2004年6月13日","13.1389","13.3362","13.4673","13.1115","-1.29%"
"2004年6月6日","13.3102","13.3965","13.4140","13.1258","-1.01%"
"2004年5月30日","13.4461","13.3166","13.5343","13.1716","1.17%"
"2004年5月23日","13.2900","13.5481","13.6970","13.2850","-2.18%"
"2004年5月16日","13.5857","13.7956","13.8621","13.4973","-1.45%"
"2004年5月9日","13.7849","13.5629","13.8849","13.5532","1.61%"
"2004年5月2日","13.5669","13.3354","13.5922","13.0817","1.71%"
"2004年4月25日","13.3392","13.1692","13.4204","13.0786","1.12%"
"2004年4月18日","13.1921","13.0157","13.2824","13.0000","1.27%"
"2004年4月11日","13.0272","12.8427","13.2007","12.6892","1.34%"
"2004年4月4日","12.8550","12.6157","12.9625","12.5782","1.80%"
"2004年3月28日","12.6273","12.7587","12.8346","12.4997","-1.35%"
"2004年3月21日","12.7996","12.9689","12.9746","12.7557","-0.69%"
"2004年3月14日","12.8883","13.3726","13.4281","12.8480","-3.77%"
"2004年3月7日","13.3929","13.5517","13.5773","13.3133","-0.65%"
"2004年2月29日","13.4809","13.1752","13.6261","13.1523","2.31%"
"2004年2月22日","13.1770","13.1661","13.2721","13.0480","0.05%"
"2004年2月15日","13.1705","12.7457","13.2090","12.7276","3.33%"
"2004年2月8日","12.7462","12.7770","12.8048","12.7024","-0.11%"
"2004年2月1日","12.7596","12.7569","12.9056","12.7095","-0.13%"
"2004年1月25日","12.7767","12.8788","12.8980","12.7362","-0.92%"
"2004年1月18日","12.8952","12.8816","13.0390","12.7942","0.08%"
"2004年1月11日","12.8849","12.8837","12.9296","12.7694","0.04%"
"2004年1月4日","12.8803","12.9321","13.0806","12.7916","-0.42%"
"2003年12月28日","12.9342","12.9673","13.0201","12.8827","-0.41%"
"2003年12月21日","12.9869","13.0047","13.0446","12.9155","-0.29%"
"2003年12月14日","13.0247","13.0852","13.0967","12.9503","0.05%"
"2003年12月7日","13.0184","13.0044","13.1393","12.8969","0.05%"
"2003年11月30日","13.0115","13.2483","13.2948","12.9878","-1.76%"
"2003年11月23日","13.2451","13.1361","13.2981","13.1361","0.79%"
"2003年11月16日","13.1407","13.0760","13.2614","12.9893","0.40%"
"2003年11月9日","13.0887","13.2051","13.2504","13.0275","-0.92%"
"2003年11月2日","13.2101","13.2758","13.4739","13.1713","-0.53%"
"2003年10月26日","13.2808","13.2068","13.3205","13.0269","0.71%"
"2003年10月19日","13.1875","13.1502","13.3652","13.1417","-0.16%"
"2003年10月12日","13.2083","13.1148","13.3326","13.0822","0.61%"
"2003年10月5日","13.1280","13.4069","13.4565","13.0758","-2.03%"
"2003年9月28日","13.3998","13.4890","13.5119","13.2981","-0.62%"
"2003年9月21日","13.4839","13.5767","13.6214","13.4223","-2.18%"
"2003年9月14日","13.7847","14.1673","14.2229","13.8591","-2.74%"
"2003年9月7日","14.1733","14.2093","14.2243","14.0182","0.46%"
"2003年8月31日","14.1084","14.1062","14.1613","13.9820","-0.12%"
"2003年8月24日","14.1250","14.2010","14.2606","14.0289","-0.50%"
"2003年8月17日","14.1955","14.3979","14.4766","14.1699","-1.41%"
"2003年8月10日","14.3987","14.3658","14.4622","14.2740","0.03%"
"2003年8月3日","14.3950","14.4961","14.5781","14.3463","-0.82%"
"2003年7月27日","14.5133","14.3725","14.5845","14.3592","1.20%"
"2003年7月20日","14.3412","14.3049","14.4218","14.2988","0.15%"
"2003年7月13日","14.3204","14.2162","14.4096","14.0905","0.54%"
"2003年7月6日","14.2428","14.2795","14.3438","14.1772","-0.10%"
"2003年6月29日","14.2566","14.4788","14.5296","14.2348","-1.35%"
"2003年6月22日","14.4520","14.2861","14.4832","14.1851","1.11%"
"2003年6月15日","14.2929","14.1658","14.3921","14.1537","0.75%"
"2003年6月8日","14.1860","14.3106","14.3230","14.1896","-1.05%"
"2003年6月1日","14.3361","14.4257","14.4583","14.1728","-0.53%"
"2003年5月25日","14.4132","14.1098","14.5167","14.0327","2.07%"
"2003年5月18日","14.1213","13.9605","14.2338","13.8977","0.53%"
"2003年5月11日","14.0463","14.1608","14.1763","13.9243","-0.96%"
"2003年5月4日","14.1829","14.3793","14.3878","14.0172","-1.39%"
"2003年4月27日","14.3824","14.5244","14.5879","14.3007","-0.97%"
"2003年4月20日","14.5234","14.4533","14.6392","14.4181","0.31%"
"2003年4月13日","14.4781","14.5625","14.5994","14.3646","-0.59%"
"2003年4月6日","14.5635","14.5410","14.6082","14.3922","0.46%"
"2003年3月30日","14.4961","14.4783","14.5229","14.2086","0.16%"
"2003年3月23日","14.4736","14.6159","14.6594","14.4188","-1.36%"
"2003年3月16日","14.6738","14.2755","14.7272","14.2005","2.71%"
"2003年3月9日","14.2869","14.1471","14.3501","14.0612","1.01%"
"2003年3月2日","14.1445","14.2797","14.2956","14.0548","-0.89%"
"2003年2月23日","14.2718","14.3727","14.3769","14.1104","-0.49%"
"2003年2月16日","14.3418","14.5456","14.5946","14.2624","-1.33%"
"2003年2月9日","14.5350","14.5372","14.7147","14.5080","0.00%"
"2003年2月2日","14.5346","14.4626","14.6011","14.3768","0.35%"
"2003年1月26日","14.4845","14.2384","14.5087","14.1986","1.77%"
"2003年1月19日","14.2332","14.2491","14.3982","14.1939","0.05%"
"2003年1月12日","14.2255","14.3993","14.4374","14.1799","-1.29%"
"2003年1月5日","14.4116","14.4686","14.5759","14.3140","-0.38%"
"2002年12月29日","14.4664","14.3397","14.5339","14.3213","-0.14%"
"2002年12月22日","14.4867","14.4818","14.4867","14.4818","-0.40%"
"2002年12月15日","14.5446","14.5374","14.5446","14.5374","-0.07%"
"2002年12月8日","14.5553","14.5522","14.5553","14.5522","-2.46%"
"2002年12月1日","14.9228","14.9191","14.9228","14.9191","0.79%"
"2002年11月24日","14.8056","14.8007","14.8056","14.8007","-0.23%"
"2002年11月17日","14.8399","14.8368","14.8399","14.8368","1.94%"
"2002年11月10日","14.5577","14.5558","14.5577","14.5558","0.59%"
"2002年11月3日","14.4719","14.4688","14.4719","14.4688","-1.94%"
"2002年10月27日","14.7588","14.7552","14.7588","14.7552","-1.77%"
"2002年10月20日","15.0250","15.0232","15.0250","15.0232","-0.92%"
"2002年10月13日","15.1642","15.1582","15.1642","15.1582","1.16%"
"2002年10月6日","14.9900","14.9839","14.9900","14.9839","0.67%"
"2002年9月29日","14.8902","14.8841","14.8902","14.8841","0.62%"
"2002年9月22日","14.7991","14.7973","14.7991","14.7973","-0.71%"
"2002年9月15日","14.9047","14.9017","14.9047","14.9017","1.40%"
"2002年9月8日","14.6989","14.6953","14.6989","14.6953","2.64%"
"2002年9月1日","14.3210","14.3180","14.3210","14.3180","0.06%"
"2002年8月25日","14.3129","14.3099","14.3129","14.3099","-0.98%"
"2002年8月18日","14.4550","14.4490","14.4550","14.4490","1.73%"
"2002年8月11日","14.2096","14.2036","14.2096","14.2036","-2.12%"
"2002年8月4日","14.5168","14.5108","14.5168","14.5108","1.13%"
"2002年7月28日","14.3552","14.3534","14.3552","14.3534","0.01%"
"2002年7月21日","14.3533","14.3497","14.3533","14.3497","2.51%"
"2002年7月14日","14.0017","13.9968","14.0017","13.9968","-0.84%"
"2002年7月7日","14.1210","14.1179","14.1210","14.1179","-2.90%"
"2002年6月30日","14.5434","14.5374","14.5434","14.5374","0.65%"
"2002年6月23日","14.4489","14.4459","14.4489","14.4459","-1.26%"
"2002年6月16日","14.6326","14.6295","14.6326","14.6295","-2.41%"
"2002年6月9日","14.9946","14.9909","14.9946","14.9909","-0.20%"
"2002年6月2日","15.0248","15.0211","15.0248","15.0211","0.18%"
"2002年5月26日","14.9979","14.9931","14.9979","14.9931","-0.49%"
"2002年5月19日","15.0717","15.0669","15.0717","15.0669","-0.98%"
"2002年5月12日","15.2208","15.2160","15.2208","15.2160","-1.29%"
"2002年5月5日","15.4197","15.4148","15.4197","15.4148","0.48%"
"2002年4月28日","15.3455","15.3395","15.3455","15.3395","-0.63%"
"2002年4月21日","15.4435","15.4410","15.4435","15.4410","-1.92%"
"2002年4月14日","15.7463","15.7427","15.7463","15.7427","-1.23%"
"2002年4月7日","15.9426","15.9378","15.9426","15.9378","0.20%"
"2002年3月31日","15.9104","15.9055","15.9104","15.9055","-0.82%"
"2002年3月24日","16.0412","16.0364","16.0412","16.0364","-0.07%"
"2002年3月17日","16.0517","16.0469","16.0517","16.0469","2.85%"
"2002年3月10日","15.6067","15.6037","15.6067","15.6037","0.51%"
"2002年3月3日","15.5272","15.5236","15.5272","15.5236","-3.66%"
"2002年2月24日","16.1178","16.1141","16.1178","16.1141","-0.46%"
"2002年2月17日","16.1916","16.1892","16.1916","16.1892","1.06%"
"2002年2月10日","16.0219","16.0171","16.0219","16.0171","-1.51%"
"2002年2月3日","16.2679","16.2625","16.2679","16.2625","1.18%"
"2002年1月27日","16.0784","16.0754","16.0784","16.0754","-0.97%"
"2002年1月20日","16.2351","16.2315","16.2351","16.2315","1.38%"
"2002年1月13日","16.0148","16.0112","16.0148","16.0112","0.36%"
"2002年1月6日","15.9579","15.9542","15.9579","15.9542","0.89%"
"2001年12月30日","15.8177","15.8141","15.8177","15.8141","-0.15%"
"2001年12月23日","15.8407","15.8370","15.8407","15.8370","1.23%"
"2001年12月16日","15.6475","15.6439","15.6475","15.6439","1.69%"
"2001年12月9日","15.3876","15.3815","15.3876","15.3815","1.46%"
"2001年12月2日","15.1669","15.1621","15.1669","15.1621","1.72%"
"2001年11月25日","14.9102","14.9048","14.9102","14.9048","-0.71%"
"2001年11月18日","15.0165","15.0129","15.0165","15.0129","1.11%"
"2001年11月11日","14.8518","14.8482","14.8518","14.8482","2.10%"
"2001年11月4日","14.5459","14.5410","14.5459","14.5410","-1.07%"
"2001年10月28日","14.7035","14.6999","14.7035","14.6999","-0.81%"
"2001年10月21日","14.8242","14.8194","14.8242","14.8194","1.21%"
"2001年10月14日","14.6463","14.6433","14.6463","14.6433","0.07%"
"2001年10月7日","14.6360","14.6330","14.6360","14.6330","0.51%"
"2001年9月30日","14.5624","14.5588","14.5624","14.5588","0.82%"
"2001年9月23日","14.4446","14.4416","14.4446","14.4416","2.53%"
"2001年9月16日","14.0877","14.0841","14.0877","14.0841","-0.67%"
"2001年9月9日","14.1822","14.1785","14.1822","14.1785","-2.22%"
"2001年9月2日","14.5046","14.4985","14.5046","14.4985","1.08%"
"2001年8月26日","14.3502","14.3472","14.3502","14.3472","-1.05%"
"2001年8月19日","14.5023","14.4987","14.5023","14.4987","-0.19%"
"2001年8月12日","14.5297","14.5261","14.5297","14.5261","-1.44%"
"2001年8月5日","14.7424","14.7388","14.7424","14.7388","-1.34%"
"2001年7月29日","14.9429","14.9393","14.9429","14.9393","0.14%"
"2001年7月22日","14.9221","14.9160","14.9221","14.9160","0.43%"
"2001年7月15日","14.8584","14.8536","14.8584","14.8536","-1.59%"
"2001年7月8日","15.0978","15.0942","15.0978","15.0942","-0.73%"
"2001年7月1日","15.2088","15.2027","15.2088","15.2027","0.93%"
"2001年6月24日","15.0688","15.0628","15.0688","15.0628","0.20%"
"2001年6月17日","15.0392","15.0362","15.0392","15.0362","1.27%"
"2001年6月10日","14.8508","14.8472","14.8508","14.8472","1.61%"
"2001年6月3日","14.6158","14.6121","14.6158","14.6121","1.42%"
"2001年5月27日","14.4110","14.4074","14.4110","14.4074","-1.13%"
"2001年5月20日","14.5763","14.5703","14.5763","14.5703","-2.33%"
"2001年5月13日","14.9236","14.9188","14.9236","14.9188","0.82%"
"2001年5月6日","14.8023","14.7975","14.8023","14.7975","0.96%"
"2001年4月29日","14.6616","14.6556","14.6616","14.6556","-2.15%"
"2001年4月22日","14.9832","14.9771","14.9832","14.9771","1.20%"
"2001年4月15日","14.8052","14.8004","14.8052","14.8004","-1.35%"
"2001年4月8日","15.0081","15.0020","15.0081","15.0020","0.35%"
"2001年4月1日","14.9552","14.9504","14.9552","14.9504","-1.94%"
"2001年3月25日","15.2518","15.2458","15.2518","15.2458","2.91%"
"2001年3月18日","14.8212","14.8164","14.8212","14.8164","-0.24%"
"2001年3月11日","14.8567","14.8506","14.8567","14.8506","2.87%"
"2001年3月4日","14.4423","14.4393","14.4423","14.4393","0.39%"
"2001年2月25日","14.3859","14.3799","14.3859","14.3799","2.79%"
"2001年2月18日","13.9954","13.9923","13.9954","13.9923","0.09%"
"2001年2月11日","13.9833","13.9773","13.9833","13.9773","-1.56%"
"2001年2月4日","14.2054","14.1994","14.2054","14.1994","1.67%"
"2001年1月28日","13.9718","13.9657","13.9718","13.9657","-1.41%"
"2001年1月21日","14.1715","14.1654","14.1715","14.1654","0.12%"
"2001年1月14日","14.1547","14.1487","14.1547","14.1487","-1.11%"
"2001年1月7日","14.3141","14.3111","14.3141","14.3111","1.63%"
"2000年12月31日","14.0852","14.0791","14.0852","14.0791","1.98%"
"2000年12月24日","13.8111","13.8051","13.8111","13.8051","1.25%"
"2000年12月17日","13.6402","13.6342","13.6402","13.6342","0.27%"
"2000年12月10日","13.6030","13.5970","13.6030","13.5970","1.42%"
"2000年12月3日","13.4121","13.4060","13.4121","13.4060","-0.25%"
"2000年11月26日","13.4460","13.4400","13.4460","13.4400","-0.03%"
"2000年11月19日","13.4503","13.4454","13.4503","13.4454","2.28%"
"2000年11月12日","13.1510","13.1450","13.1510","13.1450","0.83%"
"2000年11月5日","13.0431","13.0370","13.0431","13.0370","0.84%"
"2000年10月29日","12.9350","12.9289","12.9350","12.9289","-1.45%"
"2000年10月22日","13.1251","13.1203","13.1251","13.1203","-0.19%"
"2000年10月15日","13.1496","13.1472","13.1496","13.1472","0.95%"
"2000年10月8日","13.0254","13.0194","13.0254","13.0194","-0.92%"
"2000年10月1日","13.1465","13.1417","13.1465","13.1417","0.69%"
"2000年9月24日","13.0558","13.0498","13.0558","13.0498","0.13%"
"2000年9月17日","13.0395","13.0334","13.0395","13.0334","0.75%"
"2000年9月10日","12.9418","12.9357","12.9418","12.9357","0.96%"
"2000年9月3日","12.8186","12.8161","12.8186","12.8161","0.11%"
"2000年8月27日","12.8040","12.7991","12.8040","12.7991","-0.78%"
"2000年8月20日","12.9047","12.8999","12.9047","12.8999","-1.44%"
"2000年8月13日","13.0935","13.0886","13.0935","13.0886","-0.11%"
"2000年8月6日","13.1082","13.1033","13.1082","13.1033","-0.08%"
"2000年7月30日","13.1187","13.1126","13.1187","13.1126","-0.83%"
"2000年7月23日","13.2280","13.2220","13.2280","13.2220","0.55%"
"2000年7月16日","13.1554","13.1506","13.1554","13.1506","0.99%"
"2000年7月9日","13.0260","13.0200","13.0260","13.0200","-0.03%"
"2000年7月2日","13.0301","13.0253","13.0301","13.0253","1.76%"
"2000年6月25日","12.8047","12.8023","12.8047","12.8023","1.15%"
"2000年6月18日","12.6593","12.6545","12.6593","12.6545","-1.53%"
"2000年6月11日","12.8564","12.8516","12.8564","12.8516","-0.45%"
"2000年6月4日","12.9150","12.9090","12.9150","12.9090","-1.07%"
"2000年5月28日","13.0541","13.0480","13.0541","13.0480","0.84%"
"2000年5月21日","12.9454","12.9405","12.9454","12.9405","0.12%"
"2000年5月14日","12.9302","12.9253","12.9302","12.9253","-1.24%"
"2000年5月7日","13.0928","13.0880","13.0928","13.0880","-0.14%"
"2000年4月30日","13.1113","13.1064","13.1113","13.1064","0.33%"
"2000年4月23日","13.0678","13.0630","13.0678","13.0630","2.28%"
"2000年4月16日","12.7765","12.7716","12.7765","12.7716","0.94%"
"2000年4月9日","12.6579","12.6519","12.6579","12.6519","-0.57%"
"2000年4月2日","12.7302","12.7254","12.7302","12.7254","2.52%"
"2000年3月26日","12.4174","12.4114","12.4174","12.4114","-3.81%"
"2000年3月19日","12.9099","12.9051","12.9099","12.9051","0.15%"
"2000年3月12日","12.8906","12.8888","12.8906","12.8888","0.42%"
"2000年3月5日","12.8369","12.8320","12.8369","12.8320","-1.38%"
"2000年2月27日","13.0162","13.0114","13.0162","13.0114","-2.34%"
"2000年2月20日","13.3284","13.3235","13.3284","13.3235","-0.58%"
"2000年2月13日","13.4055","13.4007","13.4055","13.4007","2.01%"
"2000年2月6日","13.1420","13.1360","13.1420","13.1360","1.49%"
"2000年1月30日","12.9488","12.9439","12.9488","12.9439","0.07%"
"2000年1月23日","12.9401","12.9353","12.9401","12.9353","2.30%"
"2000年1月16日","12.6494","12.6433","12.6494","12.6433","-1.01%"
"2000年1月9日","12.7789","12.7758","12.7789","12.7758","0.41%"
"2000年1月2日","12.7262","12.7244","12.7262","12.7244","3.04%"